Source,Destination,Date,Open,High,Low,Close,Adj Close
USD,EUR,06/06/2022,0.932309657,0.929999842,0.935800353,0.932309657,0.932309657
USD,EUR,07/06/2022,0.935330326,0.933800109,0.938720336,0.935330326,0.935330326
USD,EUR,08/06/2022,0.934699989,0.930379688,0.936919988,0.934699989,0.934699989
USD,EUR,09/06/2022,0.933040359,0.928499934,0.939220241,0.933040359,0.933040359
USD,EUR,10/06/2022,0.941689636,0.939659749,0.951680334,0.941689636,0.941689636
USD,EUR,13/06/2022,0.953289755,0.952599597,0.959780402,0.953289755,0.953289755
USD,EUR,14/06/2022,0.960139796,0.953980005,0.961700286,0.960139796,0.960139796
USD,EUR,15/06/2022,0.957800278,0.95173015,0.962809555,0.957800278,0.957800278
USD,EUR,16/06/2022,0.956370383,0.949639659,0.963149885,0.956370383,0.956370383
USD,EUR,17/06/2022,0.948150396,0.947710095,0.957339973,0.948150396,0.948150396
USD,EUR,20/06/2022,0.95315982,0.948299651,0.95361975,0.95315982,0.95315982
USD,EUR,21/06/2022,0.950499868,0.945009875,0.951090187,0.950499868,0.950499868
USD,EUR,22/06/2022,0.949429583,0.943139977,0.954940192,0.949429583,0.949429583
USD,EUR,23/06/2022,0.946600379,0.945119732,0.953789836,0.946600379,0.946600379
USD,EUR,24/06/2022,0.950560403,0.94614988,0.951139941,0.950560403,0.950560403
USD,EUR,27/06/2022,0.946420307,0.942129684,0.947790038,0.946420307,0.946420307
USD,EUR,28/06/2022,0.945100081,0.94294966,0.951859696,0.945100081,0.945100081
USD,EUR,29/06/2022,0.950249678,0.949099779,0.955289582,0.950249678,0.950249678
USD,EUR,30/06/2022,0.957250165,0.954309567,0.963030232,0.957250165,0.957250165
USD,EUR,01/07/2022,0.954409755,0.954389715,0.964330383,0.954409755,0.954409755
USD,EUR,04/07/2022,0.958409806,0.955700419,0.959869765,0.958409806,0.958409806
USD,EUR,05/07/2022,0.958479621,0.957069682,0.97682006,0.958479621,0.958479621
USD,EUR,06/07/2022,0.97488026,0.973340212,0.984039858,0.97488026,0.97488026
USD,EUR,07/07/2022,0.981700128,0.97855018,0.984899521,0.981700128,0.981700128
USD,EUR,08/07/2022,0.983299639,0.98125027,0.992090066,0.983299639,0.983299639
USD,EUR,11/07/2022,0.983660417,0.983499823,0.994600315,0.983660417,0.983660417
USD,EUR,12/07/2022,0.995269484,0.992670124,0.999890012,0.995269484,0.995269484
USD,EUR,13/07/2022,0.996699927,0.988509565,1.000110012,0.996699927,0.996699927
USD,EUR,14/07/2022,0.996739665,0.995100127,1.004659611,0.996739665,0.996739665
USD,EUR,15/07/2022,0.997439573,0.990300011,0.998940125,0.997439573,0.997439573
USD,EUR,18/07/2022,0.99045989,0.98049982,0.991830294,0.99045989,0.99045989
USD,EUR,19/07/2022,0.985689756,0.973879576,0.987589945,0.985689756,0.985689756
USD,EUR,20/07/2022,0.977390036,0.973529727,0.982710197,0.977390036,0.977390036
USD,EUR,21/07/2022,0.982050088,0.973200018,0.983949811,0.982050088,0.982050088
USD,EUR,22/07/2022,0.978370192,0.975119818,0.986780107,0.978370192,0.978370192
USD,EUR,25/07/2022,0.98037005,0.975000024,0.982260378,0.98037005,0.98037005
USD,EUR,26/07/2022,0.977999892,0.975700187,0.98873045,0.977999892,0.977999892
USD,EUR,27/07/2022,0.987209711,0.983099536,0.989370207,0.987209711,0.987209711
USD,EUR,28/07/2022,0.979500044,0.977220024,0.988560379,0.979500044,0.979500044
USD,EUR,29/07/2022,0.981129928,0.975250103,0.985359528,0.981129928,0.981129928
USD,EUR,01/08/2022,0.979599833,0.973000217,0.979470302,0.979599833,0.979599833
USD,EUR,02/08/2022,0.974529692,0.971519894,0.981960405,0.974529692,0.974529692
USD,EUR,03/08/2022,0.984669678,0.979660293,0.987829935,0.984669678,0.984669678
USD,EUR,04/08/2022,0.984479678,0.97728019,0.984639622,0.984479678,0.984479678
USD,EUR,05/08/2022,0.975820152,0.975700187,0.985840375,0.975820152,0.975820152
USD,EUR,08/08/2022,0.983200061,0.978300321,0.984250031,0.983200061,0.983200061
USD,EUR,09/08/2022,0.980620007,0.975900146,0.981430356,0.980620007,0.980620007
USD,EUR,10/08/2022,0.979610389,0.964400133,0.980100049,0.979610389,0.979610389
USD,EUR,11/08/2022,0.970800269,0.964699708,0.97311005,0.970800269,0.970800269
USD,EUR,12/08/2022,0.96930032,0.968299801,0.976599695,0.96930032,0.96930032
USD,EUR,15/08/2022,0.975000024,0.973980121,0.982100241,0.975000024,0.975000024
USD,EUR,16/08/2022,0.984060193,0.980929745,0.987810419,0.984060193,0.984060193
USD,EUR,17/08/2022,0.983220361,0.980599813,0.985410019,0.983220361,0.983220361
USD,EUR,18/08/2022,0.982299937,0.980999992,0.988809641,0.982299937,0.982299937
USD,EUR,19/08/2022,0.9910901,0.988899602,0.996390079,0.9910901,0.9910901
USD,EUR,22/08/2022,0.996490361,0.99520015,1.00727961,0.996490361,0.996490361
USD,EUR,23/08/2022,1.006089862,0.998099618,1.009779717,1.006089862,1.006089862
USD,EUR,24/08/2022,1.003319986,1.000180032,1.008880163,1.003319986,1.003319986
USD,EUR,25/08/2022,1.003099578,0.996950329,1.004339752,1.003099578,1.003099578
USD,EUR,26/08/2022,1.002880272,0.991250234,1.005299941,1.002880272,1.002880272
USD,EUR,29/08/2022,1.006169833,0.996899642,1.00857999,1.006169833,1.006169833
USD,EUR,30/08/2022,0.998599963,0.994800179,1.00165975,0.998599963,0.998599963
USD,EUR,31/08/2022,0.997500264,0.992320432,1.002840043,0.997500264,0.997500264
USD,EUR,01/09/2022,0.99611019,0.99543989,1.008329813,0.99611019,0.99611019
USD,EUR,02/09/2022,1.004789833,0.996680059,1.004899892,1.004789833,1.004789833
USD,EUR,05/09/2022,1.009139779,1.005680081,1.012059703,1.009139779,1.009139779
USD,EUR,06/09/2022,1.004799929,1.001470158,1.013670358,1.004799929,1.004799929
USD,EUR,07/09/2022,1.010310216,1.004500161,1.012370151,1.010310216,1.010310216
USD,EUR,08/09/2022,1.000430185,0.997100432,1.006699586,1.000430185,1.000430185
USD,EUR,09/09/2022,0.998799443,0.988899602,0.999069866,0.998799443,0.998799443
USD,EUR,12/09/2022,0.992909632,0.980699827,0.993569617,0.992909632,0.992909632
USD,EUR,13/09/2022,0.987209711,0.98159991,1.000420176,0.987209711,0.987209711
USD,EUR,14/09/2022,1.001800235,0.997730164,1.003650276,1.001800235,1.001800235
USD,EUR,15/09/2022,1.001599554,0.998210209,1.004270157,1.001599554,1.001599554
USD,EUR,16/09/2022,1.001170368,0.99644965,1.005449536,1.001170368,1.001170368
USD,EUR,19/09/2022,0.997769984,0.997199863,1.003330052,0.997769984,0.997769984
USD,EUR,20/09/2022,0.99704973,0.995000124,1.004310501,0.99704973,0.99704973
USD,EUR,21/09/2022,1.002929557,1.002599741,1.013259514,1.002929557,1.002929557
USD,EUR,22/09/2022,1.017219492,1.009469837,1.019259936,1.017219492,1.017219492
USD,EUR,23/09/2022,1.016100106,1.014999665,1.030510319,1.016100106,1.016100106
USD,EUR,26/09/2022,1.032000264,1.030939526,1.043589698,1.032000264,1.032000264
USD,EUR,27/09/2022,1.039100305,1.034119747,1.042260538,1.039100305,1.039100305
USD,EUR,28/09/2022,1.042080242,1.03239021,1.048200449,1.042080242,1.042080242
USD,EUR,29/09/2022,1.030060248,1.021730157,1.037529518,1.030060248,1.030060248
USD,EUR,30/09/2022,1.017339535,1.015229457,1.027109529,1.017339535,1.017339535
USD,EUR,03/10/2022,1.021169873,1.015820387,1.025260365,1.021169873,1.021169873
USD,EUR,04/10/2022,1.017079821,1.001989952,1.019709974,1.017079821,1.017079821
USD,EUR,05/10/2022,1.001570462,1.000580337,1.016730297,1.001570462,1.001570462
USD,EUR,06/10/2022,1.008979921,1.007419646,1.02152037,1.008979921,1.008979921
USD,EUR,07/10/2022,1.021549589,1.018739717,1.027569695,1.021549589,1.021549589
USD,EUR,10/10/2022,1.027220311,1.025400188,1.032790051,1.027220311,1.027220311
USD,EUR,11/10/2022,1.029859754,1.024789662,1.033699642,1.029859754,1.029859754
USD,EUR,12/10/2022,1.030909768,1.027430335,1.034160386,1.030909768,1.030909768
USD,EUR,13/10/2022,1.030080408,1.020919665,1.037780395,1.030080408,1.030080408
USD,EUR,14/10/2022,1.025500085,1.020009527,1.029920212,1.025500085,1.025500085
USD,EUR,17/10/2022,1.026760458,1.015530508,1.028330505,1.026760458,1.026760458
USD,EUR,18/10/2022,1.01559961,1.012799763,1.018890225,1.01559961,1.01559961
USD,EUR,19/10/2022,1.013799843,1.013480301,1.024570218,1.013799843,1.013799843
USD,EUR,20/10/2022,1.023910355,1.015729588,1.025059633,1.023910355,1.023910355
USD,EUR,21/10/2022,1.022609905,1.014509515,1.030150443,1.022609905,1.022609905
USD,EUR,24/10/2022,1.014189526,1.011160175,1.019480228,1.014189526,1.014189526
USD,EUR,25/10/2022,1.011480301,1.002470086,1.014999665,1.011480301,1.011480301
USD,EUR,26/10/2022,1.003640203,0.992010349,1.005569851,1.003640203,1.003640203
USD,EUR,27/10/2022,0.99088976,0.990600195,1.002359554,0.99088976,0.99088976
USD,EUR,28/10/2022,1.003230402,1.00010001,1.006900288,1.003230402,1.003230402
USD,EUR,31/10/2022,1.004520342,1.003200209,1.012810021,1.004520342,1.004520342
USD,JPY,02/05/2022,130.011002,130.470993,129.615997,130.011002,130.011002
USD,JPY,03/05/2022,130.112,130.279999,129.718994,130.112,130.112
USD,JPY,04/05/2022,130.115997,130.197998,129.802994,130.115997,130.115997
USD,JPY,05/05/2022,129.223007,130.432007,128.774994,129.223007,129.223007
USD,JPY,06/05/2022,130.330002,130.804993,130.220993,130.330002,130.330002
USD,JPY,09/05/2022,130.748993,131.324997,130.149994,130.748993,130.748993
USD,JPY,10/05/2022,130.376999,130.528,129.815002,130.376999,130.376999
USD,JPY,11/05/2022,130.350998,130.783005,129.612,130.350998,130.350998
USD,JPY,12/05/2022,129.835007,129.897995,127.584999,129.835007,129.835007
USD,JPY,13/05/2022,128.587997,129.436996,128.365997,128.587997,128.587997
USD,JPY,16/05/2022,129.432007,129.604004,128.705994,129.432007,129.432007
USD,JPY,17/05/2022,128.923004,129.75,128.839996,128.923004,128.923004
USD,JPY,18/05/2022,129.453995,129.432999,128.119995,129.453995,129.453995
USD,JPY,19/05/2022,127.914001,128.938004,127.028999,127.914001,127.914001
USD,JPY,20/05/2022,127.832001,128.283997,127.537003,127.832001,127.832001
USD,JPY,23/05/2022,127.903,127.932999,127.167,127.903,127.903
USD,JPY,24/05/2022,127.846001,128.050003,126.391998,127.846001,127.846001
USD,JPY,25/05/2022,126.768997,127.415001,126.675003,126.768997,126.768997
USD,JPY,26/05/2022,127.152,127.559998,126.569,127.152,127.152
USD,JPY,27/05/2022,127.044998,127.210999,126.677002,127.044998,127.044998
USD,JPY,30/05/2022,127.285004,127.806,126.870003,127.285004,127.285004
USD,JPY,31/05/2022,127.783997,128.878006,127.653,127.783997,127.783997
USD,JPY,01/06/2022,128.735992,130.115997,128.800003,128.735992,128.735992
USD,JPY,02/06/2022,130.121994,130.181,129.526993,130.121994,130.121994
USD,JPY,03/06/2022,129.917999,130.970993,129.695007,129.917999,129.917999
USD,JPY,06/06/2022,130.707001,131.675995,130.473007,130.707001,130.707001
USD,JPY,07/06/2022,132.175995,132.988007,132.097,132.175995,132.175995
USD,JPY,08/06/2022,132.847,134.436005,132.733002,132.847,132.847
USD,JPY,09/06/2022,134.429993,134.554001,133.190994,134.429993,134.429993
USD,JPY,10/06/2022,134.417999,134.380997,133.386993,134.417999,134.417999
USD,JPY,13/06/2022,134.813995,135.158005,133.608994,134.813995,134.813995
USD,JPY,14/06/2022,134.225006,134.968002,133.899994,134.225006,134.225006
USD,JPY,15/06/2022,135.294006,135.285004,134.296997,135.294006,135.294006
USD,JPY,16/06/2022,134.115005,134.671997,131.546997,134.115005,134.115005
USD,JPY,17/06/2022,132.421005,135.412003,132.186996,132.421005,132.421005
USD,JPY,20/06/2022,135.276001,135.412003,134.548996,135.276001,135.276001
USD,JPY,21/06/2022,135.087006,136.328995,134.945007,135.087006,135.087006
USD,JPY,22/06/2022,136.268997,136.595001,135.751007,136.268997,136.268997
USD,JPY,23/06/2022,136.024002,136.181,134.294006,136.024002,136.024002
USD,JPY,24/06/2022,134.839996,135.272003,134.369995,134.839996,134.839996
USD,JPY,27/06/2022,135.061996,135.539001,134.535004,135.061996,135.061996
USD,JPY,28/06/2022,135.434998,136.302994,135.123993,135.434998,135.434998
USD,JPY,29/06/2022,136.046997,136.996994,135.811005,136.046997,136.046997
USD,JPY,30/06/2022,136.589005,136.798996,135.686996,136.589005,136.589005
USD,JPY,01/07/2022,135.785995,135.977005,134.796005,135.785995,135.785995
USD,JPY,04/07/2022,135.042999,135.770996,134.798004,135.042999,135.042999
USD,JPY,05/07/2022,135.839996,136.345001,135.554993,135.839996,135.839996
USD,JPY,06/07/2022,135.520996,135.962006,134.975006,135.520996,135.520996
USD,JPY,07/07/2022,135.966003,136.203995,135.570007,135.966003,135.966003
USD,JPY,08/07/2022,135.912994,136.544006,135.356995,135.912994,135.912994
USD,JPY,11/07/2022,136.300995,137.744995,136.270004,136.300995,136.300995
USD,JPY,12/07/2022,137.388,137.501999,136.496002,137.388,137.388
USD,JPY,13/07/2022,136.725998,137.858002,136.731003,136.725998,136.725998
USD,JPY,14/07/2022,137.628006,139.376999,137.604996,137.628006,137.628006
USD,JPY,15/07/2022,138.966995,139.074005,138.404007,138.966995,138.966995
USD,JPY,18/07/2022,138.313995,138.436996,137.895996,138.313995,138.313995
USD,JPY,19/07/2022,138.229004,138.386993,137.386002,138.229004,138.229004
USD,JPY,20/07/2022,138.190994,138.365005,137.914001,138.190994,138.190994
USD,JPY,21/07/2022,138.395004,138.867004,137.722,138.395004,138.395004
USD,JPY,22/07/2022,137.098007,137.938995,135.595993,137.098007,137.098007
USD,JPY,25/07/2022,136.311996,136.783005,135.936005,136.311996,136.311996
USD,JPY,26/07/2022,136.431,136.834,136.292007,136.431,136.431
USD,JPY,27/07/2022,136.970001,137.343002,136.550995,136.970001,136.970001
USD,JPY,28/07/2022,136.110992,136.410995,134.354996,136.110992,136.110992
USD,JPY,29/07/2022,134.397003,134.649994,132.552002,134.397003,134.397003
USD,JPY,01/08/2022,133.406998,133.365005,131.621994,133.406998,133.406998
USD,JPY,02/08/2022,131.572006,132.365997,130.429993,131.572006,131.572006
USD,JPY,03/08/2022,133.378998,134.529999,132.341003,133.378998,133.378998
USD,JPY,04/08/2022,133.962006,134.388,133.070007,133.962006,133.962006
USD,JPY,05/08/2022,132.621002,135.455994,132.589996,132.621002,132.621002
USD,JPY,08/08/2022,135.057007,135.518005,134.382004,135.057007,135.057007
USD,JPY,09/08/2022,134.839996,135.169998,134.686005,134.839996,134.839996
USD,JPY,10/08/2022,135.186996,135.294998,132.063004,135.186996,135.186996
USD,JPY,11/08/2022,132.830002,133.304993,131.785995,132.830002,132.830002
USD,JPY,12/08/2022,132.994003,133.869003,132.919998,132.994003,132.994003
USD,JPY,15/08/2022,133.287994,133.535995,132.584,133.287994,133.287994
USD,JPY,16/08/2022,133.143005,134.654007,132.973999,133.143005,133.143005
USD,JPY,17/08/2022,134.276993,135.488998,133.923004,134.276993,134.276993
USD,JPY,18/08/2022,134.944,135.406998,134.654007,134.944,134.944
USD,JPY,19/08/2022,135.794998,137.199997,135.834,135.794998,135.794998
USD,JPY,22/08/2022,137.041,137.647003,136.737,137.041,137.041
USD,JPY,23/08/2022,137.546005,137.692993,135.882004,137.546005,137.546005
USD,JPY,24/08/2022,136.733002,137.225006,136.192993,136.733002,136.733002
USD,JPY,25/08/2022,137.080994,137.179993,136.326004,137.080994,137.080994
USD,JPY,26/08/2022,136.563004,137.432999,136.360001,136.563004,136.563004
USD,JPY,29/08/2022,137.630005,138.994995,138.098007,137.520004,137.520004
USD,JPY,30/08/2022,138.595993,139.056,138.052994,138.595993,138.595993
USD,JPY,31/08/2022,138.733994,138.876007,138.276001,138.733994,138.733994
USD,JPY,01/09/2022,139.296005,140.218002,139.085999,139.296005,139.296005
USD,JPY,02/09/2022,140.080994,140.794998,139.878006,140.080994,140.080994
USD,JPY,05/09/2022,140.487,140.647003,140.128998,140.487,140.487
USD,JPY,06/09/2022,140.429993,142.968002,140.251999,140.429993,140.429993
USD,JPY,07/09/2022,143.151001,144.981995,142.979996,143.151001,143.151001
USD,JPY,08/09/2022,144.128006,144.503998,143.337997,144.128006,144.128006
USD,JPY,09/09/2022,143.856003,143.947006,141.505997,143.856003,143.856003
USD,JPY,12/09/2022,142.595993,143.485992,142.257004,142.595993,142.595993
USD,JPY,13/09/2022,142.585007,144.677002,141.895996,142.585007,142.585007
USD,JPY,14/09/2022,144.404007,144.826004,142.557007,144.404007,144.404007
USD,JPY,15/09/2022,142.923004,143.794006,142.949997,142.923004,142.923004
USD,JPY,16/09/2022,143.365005,143.671997,142.871002,143.365005,143.365005
USD,JPY,19/09/2022,142.764999,143.634003,142.695999,142.764999,142.764999
USD,JPY,20/09/2022,143.223007,143.901001,142.962006,143.223007,143.223007
USD,JPY,21/09/2022,143.602005,144.186996,143.378006,143.602005,143.602005
USD,JPY,22/09/2022,144.315994,145.882996,140.397003,144.315994,144.315994
USD,JPY,23/09/2022,142.279999,143.317001,141.781998,142.279999,142.279999
USD,JPY,26/09/2022,143.511002,144.485992,143.438004,143.511002,143.511002
USD,JPY,27/09/2022,144.459,144.839996,144.082001,144.459,144.459
USD,JPY,28/09/2022,144.690994,144.817993,144.147995,144.690994,144.690994
USD,JPY,29/09/2022,144.397995,144.785004,144.210007,144.397995,144.397995
USD,JPY,30/09/2022,144.431,144.779999,144.214005,144.431,144.431
USD,JPY,03/10/2022,144.815994,145.278,144.160995,144.815994,144.815994
USD,JPY,04/10/2022,144.518997,144.921005,144.319,144.518997,144.518997
USD,JPY,05/10/2022,143.787003,144.843994,143.556,143.787003,143.787003
USD,JPY,06/10/2022,144.449005,145.132996,144.386993,144.449005,144.449005
USD,JPY,07/10/2022,145.039001,145.326004,144.759995,145.039001,145.039001
USD,JPY,10/10/2022,145.481995,145.817993,145.235992,145.481995,145.481995
USD,JPY,11/10/2022,145.673996,145.845993,145.505005,145.673996,145.673996
USD,JPY,12/10/2022,145.869995,146.960999,145.878998,145.869995,145.869995
USD,JPY,13/10/2022,146.737,147.600998,146.662994,146.737,146.737
USD,JPY,14/10/2022,147.292999,148.492004,147.110001,147.292999,147.292999
USD,JPY,17/10/2022,148.632004,148.889999,148.431,148.632004,148.632004
USD,JPY,18/10/2022,148.970993,149.285004,148.692993,148.970993,148.970993
USD,JPY,19/10/2022,149.209,149.781006,149.123993,149.209,149.209
USD,JPY,20/10/2022,149.820999,149.988998,149.567001,149.820999,149.820999
USD,JPY,21/10/2022,150.175995,151.936996,146.320007,150.175995,150.175995
USD,JPY,24/10/2022,147.819,149.451996,147.809006,147.819,147.819
USD,JPY,25/10/2022,148.886993,148.996002,147.554993,148.886993,148.886993
USD,JPY,26/10/2022,147.979996,148.403,146.408997,147.979996,147.979996
USD,JPY,27/10/2022,146.134003,146.860992,145.156006,146.134003,146.134003
USD,JPY,28/10/2022,146.274002,147.848007,146.028,146.274002,146.274002
USD,JPY,31/10/2022,147.811996,148.841995,147.75,147.811996,147.811996
USD,GBP,02/05/2022,0.795305155,0.793880137,0.799660304,0.795300095,0.795300095
USD,GBP,03/05/2022,0.799930246,0.795770322,0.800396997,0.800110095,0.800110095
USD,GBP,04/05/2022,0.800039682,0.797600181,0.802089926,0.799973761,0.799973761
USD,GBP,05/05/2022,0.792460217,0.791659707,0.811189878,0.792509831,0.792509831
USD,GBP,06/05/2022,0.808640158,0.807740089,0.814484798,0.808789929,0.808789929
USD,GBP,09/05/2022,0.811099738,0.806129811,0.815519665,0.811249763,0.811249763
USD,GBP,10/05/2022,0.810709801,0.808099745,0.813420131,0.81045027,0.81045027
USD,GBP,11/05/2022,0.812510055,0.806579755,0.814200305,0.812399821,0.812399821
USD,GBP,12/05/2022,0.817350053,0.816449831,0.821600198,0.817380117,0.817380117
USD,GBP,13/05/2022,0.819379975,0.816649857,0.822559856,0.819259815,0.819259815
USD,GBP,16/05/2022,0.815560237,0.813189941,0.818400257,0.815759827,0.815759827
USD,GBP,17/05/2022,0.811220148,0.800120338,0.811549979,0.811370218,0.811370218
USD,GBP,18/05/2022,0.800609744,0.799960322,0.808129786,0.801000289,0.801000289
USD,GBP,19/05/2022,0.809870048,0.798549834,0.810330088,0.809990094,0.809990094
USD,GBP,20/05/2022,0.80221025,0.800080008,0.803879846,0.802429757,0.802429757
USD,GBP,23/05/2022,0.799559922,0.793580253,0.799920008,0.799740244,0.799740244
USD,GBP,24/05/2022,0.795689907,0.793849886,0.801749739,0.795700037,0.795700037
USD,GBP,25/05/2022,0.797350246,0.796310217,0.801009913,0.797259977,0.797259977
USD,GBP,26/05/2022,0.794469854,0.792320199,0.796619783,0.794527296,0.794527296
USD,GBP,27/05/2022,0.792479685,0.789500278,0.794459755,0.79256008,0.79256008
USD,GBP,30/05/2022,0.792069797,0.789870074,0.79253998,0.791869715,0.791869715
USD,GBP,31/05/2022,0.790810153,0.790610082,0.7960199,0.790700102,0.790700102
USD,GBP,01/06/2022,0.793040279,0.792590232,0.802559845,0.793089966,0.793089966
USD,GBP,02/06/2022,0.801009913,0.795570265,0.801900183,0.801079856,0.801079856
USD,GBP,03/06/2022,0.795050335,0.794279914,0.800350233,0.794959954,0.794959954
USD,GBP,06/06/2022,0.800750143,0.795100274,0.801289756,0.800493104,0.800493104
USD,GBP,07/06/2022,0.798519864,0.793999902,0.804219903,0.798500097,0.798500097
USD,GBP,08/06/2022,0.794529821,0.794290008,0.799039874,0.794450288,0.794450288
USD,GBP,09/06/2022,0.797310194,0.796560135,0.800450173,0.797429725,0.797429725
USD,GBP,10/06/2022,0.8004002,0.798840084,0.811980282,0.800450173,0.800450173
USD,GBP,13/06/2022,0.814460253,0.813000198,0.824560015,0.814669924,0.814669924
USD,GBP,14/06/2022,0.823449876,0.819490097,0.833850321,0.823399702,0.823399702
USD,GBP,15/06/2022,0.832400351,0.824719822,0.83388022,0.832459944,0.832459944
USD,GBP,16/06/2022,0.820920334,0.810049802,0.829850038,0.821399764,0.821399764
USD,GBP,17/06/2022,0.809700208,0.809700208,0.821420005,0.809400048,0.809400048
USD,GBP,20/06/2022,0.817779842,0.814480154,0.819629806,0.817779842,0.817779842
USD,GBP,21/06/2022,0.816319867,0.811739704,0.816379845,0.816209929,0.816209929
USD,GBP,22/06/2022,0.815389997,0.812039624,0.821789924,0.815219828,0.815219828
USD,GBP,23/06/2022,0.816110012,0.813359925,0.821569823,0.816269891,0.816269891
USD,GBP,24/06/2022,0.815530307,0.811899854,0.816759913,0.815610125,0.815610125
USD,GBP,27/06/2022,0.813800097,0.810980021,0.817010151,0.814169811,0.814169811
USD,GBP,28/06/2022,0.81516002,0.81360014,0.820500029,0.815169987,0.815169987
USD,GBP,29/06/2022,0.820590251,0.818849925,0.825980046,0.820360023,0.820360023
USD,GBP,30/06/2022,0.824330273,0.820599678,0.826830313,0.824279991,0.824279991
USD,GBP,01/07/2022,0.822369774,0.822229805,0.83467995,0.822310264,0.822310264
USD,GBP,04/07/2022,0.826050323,0.822020279,0.827380332,0.82625986,0.82625986
USD,GBP,05/07/2022,0.825489804,0.824670173,0.840300122,0.825459822,0.825459822
USD,GBP,06/07/2022,0.836850196,0.834280241,0.841920218,0.836880311,0.836880311
USD,GBP,07/07/2022,0.83900008,0.831820114,0.839629858,0.838700316,0.838700316
USD,GBP,08/07/2022,0.831119784,0.829509984,0.83878966,0.831389959,0.831389959
USD,GBP,11/07/2022,0.832099745,0.831950216,0.84249973,0.83218007,0.83218007
USD,GBP,12/07/2022,0.840340371,0.839479724,0.846649722,0.84026976,0.84026976
USD,GBP,13/07/2022,0.841560286,0.836160252,0.844929998,0.841910294,0.841910294
USD,GBP,14/07/2022,0.843030289,0.841459731,0.850110259,0.842900251,0.842900251
USD,GBP,15/07/2022,0.844690193,0.842200299,0.847029805,0.844620276,0.844620276
USD,GBP,18/07/2022,0.841190048,0.831239994,0.842069808,0.84116033,0.84116033
USD,GBP,19/07/2022,0.836769667,0.830370295,0.838270045,0.836939847,0.836939847
USD,GBP,20/07/2022,0.833039687,0.830800085,0.836239964,0.833089655,0.833089655
USD,GBP,21/07/2022,0.835689979,0.833170171,0.840830034,0.835299768,0.835299768
USD,GBP,22/07/2022,0.833550056,0.828900099,0.838909987,0.833600085,0.833600085
USD,GBP,25/07/2022,0.834429913,0.827600133,0.835970122,0.834239874,0.834239874
USD,GBP,26/07/2022,0.82934969,0.826980059,0.835740265,0.829520305,0.829520305
USD,GBP,27/07/2022,0.830690354,0.827359796,0.83178967,0.830780069,0.830780069
USD,GBP,28/07/2022,0.821920285,0.820310225,0.826139722,0.822160177,0.822160177
USD,GBP,29/07/2022,0.821390318,0.816819957,0.828700209,0.821459816,0.821459816
USD,GBP,01/08/2022,0.821839902,0.813539907,0.822039876,0.821870297,0.821870297
USD,GBP,02/08/2022,0.81568996,0.81443969,0.820900117,0.816050073,0.816050073
USD,GBP,03/08/2022,0.823190257,0.819179952,0.826339745,0.823519723,0.823519723
USD,GBP,04/08/2022,0.823759871,0.820000131,0.828380309,0.823839951,0.823839951
USD,GBP,05/08/2022,0.822419822,0.821860165,0.832799648,0.822469877,0.822469877
USD,GBP,08/08/2022,0.828920025,0.824049726,0.82996988,0.829219713,0.829219713
